,GOOGL US Equity,FB US Equity,MSFT US Equity,UCG IM Equity,TMUS US Equity,BABA US Equity,9984 JP Equity,000660 KS Equity,KKR US Equity,ANTM US Equity,PYPL US Equity,IQV US Equity,LKQ US Equity,WLTW US Equity,AIR FP Equity,CTSH US Equity,BAC US Equity,LNC US Equity,AENA SM Equity,CMCSA US Equity,FLT US Equity,700 HK Equity,ADBE US Equity,FAF US Equity,HSY US Equity,3026 TT Equity,ZS US Equity,ZUO US Equity,2327 TT Equity,TRVG US Equity,2492 TT Equity,CBLK US Equity,SBH US Equity,BATS LN Equity,DF US Equity,TGT US Equity,AEO US Equity,DOCU US Equity,DLX US Equity,HIBB US Equity,PS US Equity,CDAY US Equity,6753 JP Equity,ENPH US Equity,EIF CN Equity,CM CN Equity,QD US Equity,NA CN Equity,AVLR US Equity,WDI GY Equity,CLX US Equity,DIGI MK Equity,BPY US Equity,CHD US Equity,FL US Equity,MO US Equity,ELLI US Equity,RMG LN Equity,WPG US Equity,K US Equity,DG US Equity,OZK US Equity,WAT US Equity,FLT AU Equity,SWCH US Equity,HFG GR Equity,SSYS US Equity,NPK US Equity,IWM US Equity,CAKE US Equity,RGR US Equity,AGN NA Equity,RLI US Equity,AAOI US Equity,001820 KS Equity,SSTK US Equity,NTRI US Equity,MAXIS MK Equity,CWB CN Equity,MYGN US Equity,AMN US Equity,HRL US Equity,4062 JP Equity,SPG US Equity,GSKY US Equity,SPY US Equity,QQQ US Equity
,Last Price,Last Price,Last Price,Last Price,Last Price,Last Price,Last Price,Last Price,Last Price,Last Price,Last Price,Last Price,Last Price,Last Price,Last Price,Last Price,Last Price,Last Price,Last Price,Last Price,Last Price,Last Price,Last Price,Last Price,Last Price,Last Price,Last Price,Last Price,Last Price,Last Price,Last Price,Last Price,Last Price,Last Price,Last Price,Last Price,Last Price,Last Price,Last Price,Last Price,Last Price,Last Price,Last Price,Last Price,Last Price,Last Price,Last Price,Last Price,Last Price,Last Price,Last Price,Last Price,Last Price,Last Price,Last Price,Last Price,Last Price,Last Price,Last Price,Last Price,Last Price,Last Price,Last Price,Last Price,Last Price,Last Price,Last Price,Last Price,Last Price,Last Price,Last Price,Last Price,Last Price,Last Price,Last Price,Last Price,Last Price,Last Price,Last Price,Last Price,Last Price,Last Price,Last Price,Last Price,Last Price,Last Price,Last Price
Dates,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST
2/17/2012,302.613,#N/A N/A,31.25,21.1475,20.68,#N/A N/A,2424,28850,15.1,66.05,#N/A N/A,#N/A N/A,16.145,90.3309,27.12,35.54,8.02,25.56,#N/A N/A,14.585,36.66,39.6,32.75,14.96,60.86,59.59,#N/A N/A,#N/A N/A,68.83,#N/A N/A,14.13,#N/A N/A,23.62,3115,11.226,52.64,14.44,#N/A N/A,25.29,49.79,#N/A N/A,#N/A N/A,5550,#N/A N/A,24.85,76.75,#N/A N/A,38.195,#N/A N/A,14.195,68.49,4.02,#N/A N/A,23.64,28.2,29.65,6.75,#N/A N/A,#N/A N/A,52.53,42.38,14.875,88.63,20.07,#N/A N/A,#N/A N/A,37.86,100.31,82.79,31.98,43.8,3.989,35.91,#N/A N/A,7440,#N/A N/A,11.42,5.75,27.54,23.8,5.81,14.59,1845,129.527,#N/A N/A,136.41,63.43
2/20/2012,302.613,#N/A N/A,31.25,21.4482,20.68,#N/A N/A,2442,28300,15.1,66.05,#N/A N/A,#N/A N/A,16.145,90.3309,27.07,35.54,8.02,25.56,#N/A N/A,14.585,36.66,38.9,32.75,14.96,60.86,59.8,#N/A N/A,#N/A N/A,70.45,#N/A N/A,14.27,#N/A N/A,23.62,3113.5,11.226,52.64,14.44,#N/A N/A,25.29,49.79,#N/A N/A,#N/A N/A,5580,#N/A N/A,24.85,76.75,#N/A N/A,38.195,#N/A N/A,14.285,68.49,3.99,#N/A N/A,23.64,28.2,29.65,6.75,#N/A N/A,#N/A N/A,52.53,42.38,14.875,88.63,20.73,#N/A N/A,#N/A N/A,37.86,100.31,82.79,31.98,43.8,4.067,35.91,#N/A N/A,7590,#N/A N/A,11.42,5.81,27.54,23.8,5.81,14.59,1863,129.527,#N/A N/A,136.41,63.43
2/21/2012,307.297,#N/A N/A,31.44,21.1676,20.62,#N/A N/A,2459,28300,15.08,66.39,#N/A N/A,#N/A N/A,16.21,91.311,27,35.305,8.11,25.79,#N/A N/A,14.535,36.2,38.72,32.54,14.99,60.68,59.18,#N/A N/A,#N/A N/A,68.9,#N/A N/A,14.13,#N/A N/A,23.58,3114,11.2353,52.54,14.24,#N/A N/A,25.24,49.1,#N/A N/A,#N/A N/A,5470,#N/A N/A,24.85,77.47,#N/A N/A,38.37,#N/A N/A,14.095,67.71,4,#N/A N/A,23.73,28.05,29.62,7.28,#N/A N/A,#N/A N/A,51.96,42.13,14.8,87.44,21.5,#N/A N/A,#N/A N/A,36.54,101.48,82.23,31.57,45.76,4.007,35.775,#N/A N/A,7590,#N/A N/A,11.27,5.98,27.75,23.34,5.63,14.565,1855,127.693,#N/A N/A,136.47,63.61
2/22/2012,304.265,#N/A N/A,31.27,20.3557,20.56,#N/A N/A,2456,29000,14.97,66.1,#N/A N/A,#N/A N/A,16.115,93.0329,27.165,35.57,7.95,24.99,#N/A N/A,14.64,36.57,39.44,32.33,14.76,60.24,60.1,#N/A N/A,#N/A N/A,69.89,#N/A N/A,14.27,#N/A N/A,23.43,3133,11.44,52.97,14.17,#N/A N/A,24.89,48.81,#N/A N/A,#N/A N/A,5490,#N/A N/A,24.8,77.08,#N/A N/A,38.06,#N/A N/A,14.2,67.61,4.01,#N/A N/A,23.655,28.36,29.65,7.36,#N/A N/A,#N/A N/A,52.53,41.38,14.515,88.12,21.45,#N/A N/A,#N/A N/A,36.19,99.9,81.58,29.37,42.96,3.929,35.365,#N/A N/A,7340,#N/A N/A,11.21,6,27.7,23.08,5.49,14.52,1891,126.838,#N/A N/A,136.032,63.32
2/23/2012,303.349,#N/A N/A,31.37,19.0929,23.4,#N/A N/A,2473,28850,14.89,66.22,#N/A N/A,#N/A N/A,16.3,93.6686,27.295,35.3,8.02,25.18,#N/A N/A,14.905,37.17,39.98,32.97,15.23,60.72,59.59,#N/A N/A,#N/A N/A,69.11,#N/A N/A,14.48,#N/A N/A,23.46,3133,11.4028,54.5,14.24,#N/A N/A,25.16,49.56,#N/A N/A,#N/A N/A,5640,#N/A N/A,24.83,77,#N/A N/A,38.17,#N/A N/A,14.16,68.11,3.99,#N/A N/A,23.905,28.72,29.7,7.93,#N/A N/A,#N/A N/A,53.1,42.14,14.8,88.11,21.45,#N/A N/A,#N/A N/A,38.85,99.69,82.8,29.48,42.29,3.886,35.55,#N/A N/A,7160,#N/A N/A,11.48,5.99,27.78,23.97,5.65,14.195,1901,127.656,#N/A N/A,136.631,63.74
2/24/2012,305.245,#N/A N/A,31.48,19.5138,24.02,#N/A N/A,2421,28850,14.75,66.11,#N/A N/A,#N/A N/A,16.185,93.4302,27.06,36.09,7.88,25.08,#N/A N/A,14.595,37.4,39.98,33.41,15.3,61.11,59.59,#N/A N/A,#N/A N/A,68.9,#N/A N/A,14.34,#N/A N/A,23.32,3127,11.44,55.22,14.16,#N/A N/A,25.35,48.41,#N/A N/A,#N/A N/A,5660,#N/A N/A,24.85,76.51,#N/A N/A,38.295,#N/A N/A,14.285,67.79,3.99,#N/A N/A,23.93,28.52,29.99,8.98,#N/A N/A,#N/A N/A,52.75,41.67,14.69,88.56,21.72,#N/A N/A,#N/A N/A,38.64,98.38,82.64,29.12,43.64,3.926,35.76,#N/A N/A,7120,#N/A N/A,11.61,5.99,27.78,23.87,5.55,14.385,1930,128.493,#N/A N/A,136.93,63.96
2/27/2012,304.95,#N/A N/A,31.35,19.0628,23.66,#N/A N/A,2359,27950,14.58,65.79,#N/A N/A,#N/A N/A,15.85,92.4236,27.165,36,8.04,25.12,#N/A N/A,14.595,36.98,39.44,33.27,15.63,60.35,59.59,#N/A N/A,#N/A N/A,68.9,#N/A N/A,14.34,#N/A N/A,23.45,3159,11.4679,55.31,14.25,#N/A N/A,25.55,49.95,#N/A N/A,#N/A N/A,5840,#N/A N/A,24.73,76.78,#N/A N/A,38.275,#N/A N/A,14.765,67.29,3.99,#N/A N/A,23.825,28.89,30.03,8.9,#N/A N/A,#N/A N/A,52.9,41.64,14.74,88.98,21.75,#N/A N/A,#N/A N/A,39.27,96.55,82.5,29.05,43.47,3.917,35.625,#N/A N/A,7120,#N/A N/A,11.93,5.98,27.51,24.05,5.54,14.32,1929,128.643,#N/A N/A,137.16,64.05
2/28/2012,309.495,#N/A N/A,31.87,19.2432,22.04,#N/A N/A,2435,29850,14.32,65.54,#N/A N/A,#N/A N/A,16.155,94.066,27.19,35.775,8.12,25.11,#N/A N/A,14.685,36.99,40.16,33.27,15.81,59.58,59.59,#N/A N/A,#N/A N/A,68.9,#N/A N/A,14.34,#N/A N/A,23.44,3170,11.3749,56.01,14.65,#N/A N/A,25.28,49.72,#N/A N/A,#N/A N/A,5760,#N/A N/A,24.75,77.11,#N/A N/A,38.275,#N/A N/A,14.8,67.81,3.99,#N/A N/A,23.895,29.01,30.02,8.46,#N/A N/A,#N/A N/A,52.33,42.29,14.675,89.9,22.05,#N/A N/A,#N/A N/A,38.55,95.29,82.28,29.69,42.97,3.917,35.24,#N/A N/A,7240,#N/A N/A,11.81,5.89,27.75,24.45,5.5,14.24,1958,128.154,#N/A N/A,137.559,64.7
2/29/2012,309.425,#N/A N/A,31.74,19.574,20.6,#N/A N/A,2421,30200,14.32,65.63,#N/A N/A,#N/A N/A,15.93,95.0461,27.265,35.475,7.97,24.84,#N/A N/A,14.7025,37.03,40.4,32.89,15.4,60.7,59.18,#N/A N/A,#N/A N/A,69.61,#N/A N/A,14.27,#N/A N/A,23.8,3177,11.4028,56.69,14.54,#N/A N/A,24.67,48.95,#N/A N/A,#N/A N/A,5720,#N/A N/A,24.63,76.69,#N/A N/A,38.54,#N/A N/A,14.815,67.61,4.02,#N/A N/A,23.87,29.17,30.1,8.35,#N/A N/A,#N/A N/A,52.35,42.06,14.675,89.6,22.34,#N/A N/A,#N/A N/A,36.84,86.59,81.05,29.64,41.78,3.93,35.03,#N/A N/A,7180,#N/A N/A,11.27,5.92,27.5,24.2,5.34,14.235,1957,127.383,#N/A N/A,137.02,64.41
3/1/2012,311.502,#N/A N/A,32.29,20.7065,21.74,#N/A N/A,2469,30200,14.24,66.23,#N/A N/A,#N/A N/A,16.215,93.6421,28.05,35.685,8.12,25.68,#N/A N/A,14.725,37.5,39.86,33.1,15.85,61.12,59.9,#N/A N/A,#N/A N/A,71.16,#N/A N/A,14.41,#N/A N/A,24.08,3223,11.2446,56.76,14.74,#N/A N/A,24.2,50.96,#N/A N/A,#N/A N/A,5540,#N/A N/A,24.67,77.03,#N/A N/A,38.74,#N/A N/A,14.765,67.75,4.04,#N/A N/A,23.955,29.52,30.02,8.21,#N/A N/A,#N/A N/A,52.26,43.01,14.855,90.3,22.09,#N/A N/A,#N/A N/A,36.45,83.59,81.47,29.83,41.93,3.99,34.85,#N/A N/A,7180,#N/A N/A,11.29,5.94,28.67,24.5,5.4,14.18,1953,128.248,#N/A N/A,137.73,64.92
3/2/2012,310.926,#N/A N/A,32.075,20.6464,21.12,#N/A N/A,2454,30450,13.92,65.78,#N/A N/A,#N/A N/A,16.155,93.1918,27.65,35.67,8.13,24.97,#N/A N/A,14.62,36.95,40,33.73,16.1,61.33,60.82,#N/A N/A,#N/A N/A,71.16,#N/A N/A,14.48,#N/A N/A,24.11,3208.5,11.533,56.59,14.69,#N/A N/A,23.59,50.15,#N/A N/A,#N/A N/A,5690,#N/A N/A,24.68,77.02,#N/A N/A,39.16,#N/A N/A,14.735,67.53,4.12,#N/A N/A,24.02,28.97,29.96,8.8,#N/A N/A,#N/A N/A,52.11,42.77,14.705,89.34,22.16,#N/A N/A,#N/A N/A,35.68,80.2,80.25,29.37,42.76,4.034,34.52,#N/A N/A,7220,#N/A N/A,11.2,5.94,28.99,24.37,5.15,14.195,1984,129.047,#N/A N/A,137.312,64.87
3/5/2012,307.423,#N/A N/A,31.8,20.5061,19.92,#N/A N/A,2432,30050,13.86,65.19,#N/A N/A,#N/A N/A,15.715,93.9335,27.47,35.72,7.97,24.7,#N/A N/A,14.55,37.12,39.6,33.22,15.94,60.93,60,#N/A N/A,#N/A N/A,71.86,#N/A N/A,14.48,#N/A N/A,24.39,3205,11.44,56.7,14.69,#N/A N/A,23.77,50.5,#N/A N/A,#N/A N/A,5630,#N/A N/A,24.59,76.88,#N/A N/A,39.27,#N/A N/A,14.895,67.92,4.13,#N/A N/A,24.07,29.41,30.26,8.74,#N/A N/A,#N/A N/A,52.09,43.2,14.74,88.92,21.94,#N/A N/A,#N/A N/A,34.54,77.71,80.34,29.83,42.33,3.981,34.825,#N/A N/A,7310,#N/A N/A,11.88,5.94,28.66,24.23,5.14,14.25,1943,130.138,#N/A N/A,136.75,64.2
3/6/2012,302.773,#N/A N/A,31.555,19.4437,19.3,#N/A N/A,2384,29400,13.61,64.34,#N/A N/A,#N/A N/A,15.37,92.1587,26.45,35.195,7.71,23.945,#N/A N/A,14.46,35.89,39.18,31.99,15.31,59.8,58.47,#N/A N/A,#N/A N/A,69.61,#N/A N/A,14.02,#N/A N/A,24.22,3191.5,11.1981,56.49,14.625,#N/A N/A,23.26,50.81,#N/A N/A,#N/A N/A,5440,#N/A N/A,24.16,76.19,#N/A N/A,39.005,#N/A N/A,14.445,67.8,4.11,#N/A N/A,23.75,29.62,30.08,8.6,#N/A N/A,#N/A N/A,51.84,42.71,14.375,87.32,21.91,#N/A N/A,#N/A N/A,33.68,76.45,78.74,29.55,41.82,3.787,34.52,#N/A N/A,7100,#N/A N/A,10.58,5.94,28.2,23.76,4.97,14.12,1907,128.568,#N/A N/A,134.75,63.57
3/7/2012,303.694,#N/A N/A,31.84,20.0551,19.7,#N/A N/A,2343,29100,13.98,63.84,#N/A N/A,#N/A N/A,15.505,91.6554,26.845,35.545,8.02,24.25,#N/A N/A,14.62,36.47,38.98,32.41,15.62,59.65,58.27,#N/A N/A,#N/A N/A,69.26,#N/A N/A,13.86,#N/A N/A,24.5,3126,11.2167,56.64,15.54,#N/A N/A,23.46,51.5,#N/A N/A,#N/A N/A,5460,#N/A N/A,24.33,76.27,#N/A N/A,38.85,#N/A N/A,14.405,67.56,4.07,#N/A N/A,23.89,29.93,30.1,8.7,#N/A N/A,#N/A N/A,51.93,42.55,14.56,87.88,21.24,#N/A N/A,#N/A N/A,35.01,77.86,79.48,30.47,41.94,3.813,34.57,#N/A N/A,7010,#N/A N/A,10.55,5.94,28.3,23.98,4.95,14.225,1942,129.959,#N/A N/A,135.69,64.06
3/8/2012,303.864,#N/A N/A,32.01,20.4259,19.94,#N/A N/A,2351,29750,14.18,64.41,#N/A N/A,#N/A N/A,15.64,92.9004,29.74,36.43,8.06,24.21,#N/A N/A,14.81,36.87,39.48,33.05,15.83,59.56,59.29,#N/A N/A,#N/A N/A,70.1,#N/A N/A,14.13,#N/A N/A,24.95,3163.5,11.0865,57.23,15.75,#N/A N/A,23.82,51.64,#N/A N/A,#N/A N/A,5200,#N/A N/A,24.42,76.11,#N/A N/A,39.21,#N/A N/A,14.335,67.81,4.05,#N/A N/A,24.11,30.12,30.46,8.85,#N/A N/A,#N/A N/A,52.42,43.38,14.74,89.86,21.78,#N/A N/A,#N/A N/A,35.38,79.19,80.5101,30.75,43.3,3.9,34.665,#N/A N/A,7080,#N/A N/A,10.57,5.93,29.09,24.49,5.1,14.265,1967,129.978,#N/A N/A,137.04,64.75
3/9/2012,300.416,#N/A N/A,31.99,19.8045,20.34,#N/A N/A,2383,29800,14.26,64.88,#N/A N/A,#N/A N/A,15.75,93.1388,30.06,36.35,8.05,24.7,#N/A N/A,14.92,37.24,39.76,33.64,16.14,59.49,59.9,#N/A N/A,#N/A N/A,70.45,#N/A N/A,14.34,#N/A N/A,25.59,3199,11.1702,57.69,16.1,#N/A N/A,24.12,51.49,#N/A N/A,#N/A N/A,5220,#N/A N/A,24.64,74.98,#N/A N/A,39.315,#N/A N/A,14.625,67.91,4.02,#N/A N/A,24.335,30.26,30.46,8.92,#N/A N/A,#N/A N/A,52.44,44.21,15.27,90.98,21.38,#N/A N/A,#N/A N/A,35.77,79.93,81.6,30.7,42.87,3.918,35.42,#N/A N/A,7080,#N/A N/A,10.53,5.93,29.6,24.68,5.16,14.37,2029,128.295,#N/A N/A,137.57,65.02
3/12/2012,302.868,#N/A N/A,32.04,19.5439,19.66,#N/A N/A,2387,29600,14.26,64.01,#N/A N/A,#N/A N/A,15.585,92.9269,29.7,36.4,7.99,24.52,#N/A N/A,14.805,37.2,39.96,33.56,16.07,60.56,59.39,#N/A N/A,#N/A N/A,69.11,#N/A N/A,14.2,#N/A N/A,25,3225,11.1888,57.98,16.32,#N/A N/A,24.02,51.08,#N/A N/A,#N/A N/A,5090,#N/A N/A,24.66,74.58,#N/A N/A,39.265,#N/A N/A,14.55,68.14,3.99,#N/A N/A,24.435,29.91,30.44,9.01,#N/A N/A,#N/A N/A,52.83,43.61,15.3,90.51,21.43,#N/A N/A,#N/A N/A,35.63,79.3,81.44,30.53,42.83,3.897,35.71,#N/A N/A,7050,#N/A N/A,10.89,5.94,29.9,24.77,5,14.37,2002,130.834,#N/A N/A,137.58,65.05
3/13/2012,309.189,#N/A N/A,32.67,20.3056,19.98,#N/A N/A,2393,29300,14.49,65.05,#N/A N/A,#N/A N/A,15.91,93.1653,30.25,37.815,8.49,25.6,#N/A N/A,15.02,37.7,40.08,34.22,16.65,60.84,59.69,#N/A N/A,#N/A N/A,70.45,#N/A N/A,14.06,#N/A N/A,25.08,3245,11.4214,58.48,16.55,#N/A N/A,24.46,52.03,#N/A N/A,#N/A N/A,5090,#N/A N/A,24.65,75.91,#N/A N/A,39.775,#N/A N/A,14.51,68.63,4,#N/A N/A,24.585,30.29,30.1,9.06,#N/A N/A,#N/A N/A,52.9,43.86,15.64,92.27,21.5,#N/A N/A,#N/A N/A,36.53,79.59,83.06,30.98,42.8,3.94,36.005,#N/A N/A,7100,#N/A N/A,11.11,5.9,29.6,24.86,5.14,14.515,2004,132.526,#N/A N/A,140.062,66.26
3/14/2012,308.293,#N/A N/A,32.77,20.3457,19.56,#N/A N/A,2411,29600,14.34,67.22,#N/A N/A,#N/A N/A,15.68,95.2845,30.555,37.655,8.84,26.12,#N/A N/A,14.8925,37,40.12,33.77,16.15,60.32,60.2,#N/A N/A,#N/A N/A,71.51,#N/A N/A,14.97,#N/A N/A,24.87,3237,11.4307,58.6,16.68,#N/A N/A,24.45,52.48,#N/A N/A,#N/A N/A,5310,#N/A N/A,24.55,76.21,#N/A N/A,39.5,#N/A N/A,14.43,68.41,3.95,#N/A N/A,24.38,30.27,29.95,9.02,#N/A N/A,#N/A N/A,52.48,44.46,15.565,92.18,21.82,#N/A N/A,#N/A N/A,36.6,78.69,82.38,30.69,42.68,4.188,35.585,#N/A N/A,7100,#N/A N/A,11.26,5.94,29.5,24.92,5.37,14.325,2067,132.686,#N/A N/A,139.91,66.49
3/15/2012,310.866,#N/A N/A,32.85,20.5963,19.88,#N/A N/A,2464,29250,14.31,66.94,#N/A N/A,#N/A N/A,15.65,95.4964,30.815,38.13,9.24,27.29,#N/A N/A,14.9,38.59,41.76,34.17,16.03,60.3,59.8,#N/A N/A,#N/A N/A,71.86,#N/A N/A,14.55,#N/A N/A,24.89,3242,11.4028,58.75,16.69,#N/A N/A,24.26,52.72,#N/A N/A,#N/A N/A,5030,#N/A N/A,24.66,76.84,#N/A N/A,40.04,#N/A N/A,14.505,68.75,3.9,#N/A N/A,24.26,30.35,30.03,10.09,#N/A N/A,#N/A N/A,52.92,45.13,15.535,93.13,21.68,#N/A N/A,#N/A N/A,37.45,79.08,83.07,31.28,43.82,4.392,35.405,#N/A N/A,6960,#N/A N/A,11.56,5.96,29.61,24.95,5.58,14.35,2076,132.761,#N/A N/A,140.72,66.68
3/16/2012,312.823,#N/A N/A,32.6,20.8569,20.2,#N/A N/A,2449,28800,14.33,67.33,#N/A N/A,#N/A N/A,15.585,95.0196,31.1,38.455,9.8,26.77,#N/A N/A,14.75,38.61,43.4,33.82,15.59,60.14,59.59,#N/A N/A,#N/A N/A,69.18,#N/A N/A,14.41,#N/A N/A,24.46,3234.5,11.1702,58.41,16.43,#N/A N/A,23.99,52.57,#N/A N/A,#N/A N/A,5100,#N/A N/A,24.72,77.26,#N/A N/A,40.215,#N/A N/A,14.505,68.21,3.93,#N/A N/A,24.23,29.73,30.03,10.15,#N/A N/A,#N/A N/A,52.62,44.69,15.62,92.96,21.73,#N/A N/A,#N/A N/A,36.95,78.74,83,31.19,42.94,4.515,34.91,#N/A N/A,6950,#N/A N/A,11.43,6,29.43,25.37,5.53,14.375,2098,133.419,#N/A N/A,140.3,66.52
3/19/2012,317.297,#N/A N/A,32.2,20.897,20,#N/A N/A,2419,29300,14.4,67.67,#N/A N/A,#N/A N/A,15.835,95.1521,30.325,38.095,9.53,27.07,#N/A N/A,14.93,38.63,44.08,34.51,15.65,60.32,59.8,#N/A N/A,#N/A N/A,69.04,#N/A N/A,14.2,#N/A N/A,24.44,3227.5,11.2167,58.37,16.53,#N/A N/A,24.17,52.47,#N/A N/A,#N/A N/A,5060,#N/A N/A,24.73,77.05,#N/A N/A,39.925,#N/A N/A,14.625,67.84,3.92,#N/A N/A,24.325,30.07,30.11,10.53,#N/A N/A,#N/A N/A,52.6,44.75,15.93,92.58,21.8,#N/A N/A,#N/A N/A,37.4,79.58,83.7,31.28,43.59,4.467,35.37,#N/A N/A,6950,#N/A N/A,11.07,5.99,29.43,25.64,5.6,14.445,2098,134.999,#N/A N/A,140.85,66.99
3/20/2012,317.052,#N/A N/A,31.99,20.7466,19.84,#N/A N/A,2419,29150,14.19,66.86,#N/A N/A,#N/A N/A,15.84,92.9534,30.44,37.885,9.81,26.86,#N/A N/A,14.885,38.74,43.36,33.16,15.6,60.15,60,#N/A N/A,#N/A N/A,67.35,#N/A N/A,13.99,#N/A N/A,24.24,3197,11.1051,58.01,16.79,#N/A N/A,23.82,52.81,#N/A N/A,#N/A N/A,5060,#N/A N/A,24.75,76.86,#N/A N/A,40.195,#N/A N/A,14.485,68.08,3.93,#N/A N/A,24.36,30.41,30.13,10.25,#N/A N/A,#N/A N/A,52.68,45.25,15.865,92.88,21.63,#N/A N/A,#N/A N/A,36.88,78.52,82.951,31.08,42.66,4.347,35.315,#N/A N/A,6790,#N/A N/A,11.01,6,29.46,24.31,5.47,14.46,2098,134.924,#N/A N/A,140.44,67.11
3/21/2012,320.3,#N/A N/A,31.91,20.0651,19.62,#N/A N/A,2392,28900,14.34,66.35,#N/A N/A,#N/A N/A,15.705,92.715,30.755,38.47,9.82,26.67,#N/A N/A,14.855,38.96,43.36,33.56,15.56,60.13,59.59,#N/A N/A,#N/A N/A,67.99,#N/A N/A,14.02,#N/A N/A,24.4,3229,11.1795,57.57,16.83,#N/A N/A,23.85,53.45,#N/A N/A,#N/A N/A,5010,#N/A N/A,24.68,77.2,#N/A N/A,40.19,#N/A N/A,14.46,68.29,3.94,#N/A N/A,24.45,30.92,30.15,10.46,#N/A N/A,#N/A N/A,52.48,44.75,15.79,92.38,20.96,#N/A N/A,#N/A N/A,36.51,78.61,82.93,30.57,42.3,4.329,35.28,#N/A N/A,6670,#N/A N/A,10.81,6,29.5,23.32,5.7,14.49,2049,135.601,#N/A N/A,140.21,67.12
3/22/2012,323.338,#N/A N/A,31.995,19.6542,19.5,#N/A N/A,2473,29350,14.18,66.39,#N/A N/A,#N/A N/A,15.575,92.9534,30.24,38.185,9.6,26.04,#N/A N/A,14.945,39.03,44.68,33.71,15.51,60.4,60,#N/A N/A,#N/A N/A,68.27,#N/A N/A,14.13,#N/A N/A,24.43,3210,11.1144,57.93,17.16,#N/A N/A,23.62,53.83,#N/A N/A,#N/A N/A,4920,#N/A N/A,24.76,77.51,#N/A N/A,40.2,#N/A N/A,14.44,68.21,3.94,#N/A N/A,24.625,31.19,30.14,10.44,#N/A N/A,#N/A N/A,52.55,46.14,15.54,91.21,21,#N/A N/A,#N/A N/A,36.08,77.99,82.13,30.18,47.93,4.238,35.01,#N/A N/A,6590,#N/A N/A,10.88,5.99,29.49,22.97,5.68,14.505,2088,134.237,#N/A N/A,139.2,66.98
3/23/2012,321.606,#N/A N/A,32.01,19.8646,19.2,#N/A N/A,2474,30150,14.51,66.68,#N/A N/A,#N/A N/A,15.675,92.8209,30.46,38.19,9.85,26.45,#N/A N/A,14.9925,39.41,44.4,33.815,15.81,60.52,60.41,#N/A N/A,#N/A N/A,67.35,#N/A N/A,14.2,#N/A N/A,24.45,3190.5,11.3842,58.19,17.13,#N/A N/A,23.86,53.99,#N/A N/A,#N/A N/A,4760,#N/A N/A,24.71,78,#N/A N/A,40.105,#N/A N/A,14.415,67.99,3.92,#N/A N/A,24.51,30.98,30.4,10.7,#N/A N/A,#N/A N/A,52.41,47.13,15.595,90.89,21.24,#N/A N/A,#N/A N/A,36.56,78.22,82.68,29.84,48.07,4.287,35.41,#N/A N/A,6590,#N/A N/A,10.81,5.99,29.64,22.78,5.92,14.55,2039,135.037,#N/A N/A,139.65,66.939
3/26/2012,324.98,#N/A N/A,32.59,19.8947,19.56,#N/A N/A,2444,30300,14.57,68.63,#N/A N/A,#N/A N/A,15.8,93.4567,30.855,38.835,9.93,27.06,#N/A N/A,15.175,39.73,43.96,34.4,15.94,61.24,59.9,#N/A N/A,#N/A N/A,67.71,#N/A N/A,14.03,#N/A N/A,25.02,3232.5,11.5051,58.86,17.66,#N/A N/A,24.25,55.27,#N/A N/A,#N/A N/A,4740,#N/A N/A,24.75,77.14,#N/A N/A,40.59,#N/A N/A,14.675,68.32,3.91,#N/A N/A,24.795,32.11,30.66,10.46,#N/A N/A,#N/A N/A,52.83,47.26,15.84,94.03,21.49,#N/A N/A,#N/A N/A,36.93,79.18,84.4,30.39,50.11,4.325,36.18,#N/A N/A,6460,#N/A N/A,11.12,5.99,29.75,23.34,6.08,14.69,2083,135.902,#N/A N/A,141.61,68.11
